Key,Council_District,Highest_Offense_Desc,Highest_NIBRS_UCR_Offense_Description,Report_Date,Location,Clearance_Status,Clearance_Date,District,Zip_Code_Crime,Census_Tract,X_Coordinate,Y_Coordinate,Zip_Code_Housing,Populationbelowpovertylevel,Medianhouseholdincome,Non-WhiteNon-HispanicorLatino,HispanicorLatinoofanyrace,Populationwithdisability,Unemployment,Largehouseholds(5+members),Homesaffordabletopeopleearninglessthan$50000,Rentalsaffordabletopeopleearninglessthan$25000,Rent-restrictedunits,HousingChoiceVoucherholders,Medianrent,Medianhomevalue,Percentageofrentalunitsinpoorcondition,Percentchangeinnumberofhousingunits2000-2012,Ownerunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageartist,Ownerunitsaffordabletoaverageartist,Rentalunitsaffordabletoaverageteacher,Ownerunitsaffordabletoaverageteacher,Rentalunitsaffordabletoaveragetechworker,Ownerunitsaffordabletoaveragetechworker,Changeinpercentageofpopulationbelowpoverty2000-2012,Changeinmedianrent2000-2012,Changeinmedianhomevalue2000-2012,Percentageofhomeswithin1/4-mioftransitstop,Averagemonthlytransportationcost,Percentageofhousingandtransportationcoststhatistransportation-related
20155002809,5,THEFT BY SHOPLIFTING,Theft,21-Jan-15,9500 S IH 35 SVRD SB,N,22-Jan-15,F,78748,24.21,3099459,10032098,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20158000206,9,THEFT FROM BUILDING,Theft,21-Jan-15,719 W 6TH ST,N,26-Jan-15,G,78701,11,3111885,10071409,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20158000199,7,BURGLARY OF VEHICLE,Theft,21-Jan-15,11501 CENTURY OAKS TER,N,26-Jan-15,A,78758,18.489999999999998,3118590,10119610,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20158000209,1,BURGLARY OF VEHICLE,Theft,21-Jan-15,3011 NORTHEAST DR,N,28-Jan-15,I,78723,21.12,3135662,10086669,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155002739,4,BURGLARY OF VEHICLE,Theft,21-Jan-15,308 E GRADY DR,N,23-Jan-15,E,78753,18.23,3132300,10109347,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155002883,9,BURGLARY OF VEHICLE,Theft,21-Jan-15,434 W 2ND ST,N,22-Jan-15,G,78701,11,3112672,10069800,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
2015210744,3,BURGLARY OF VEHICLE,Theft,21-Jan-15,1881 GROVE BLVD,,,H,78741,23.18,3126220,10056688,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
2015210166,7,BURGLARY OF VEHICLE,Theft,21-Jan-15,7114 EASY WIND DR,N,23-Jan-15,I,78757,15.04,3121046,10096897,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
20155002728,3,BURGLARY OF VEHICLE,Theft,21-Jan-15,1601 MONTOPOLIS DR,N,21-Jan-15,H,78741,23.12,3127800,10056392,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002724,9,BURGLARY OF VEHICLE,Theft,21-Jan-15,4600 W GUADALUPE ST,N,22-Jan-15,B,78751,2.03,3117086,10087652,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20155002859,3,BURGLARY OF VEHICLE,Theft,21-Jan-15,6101 CARNATION TER,N,29-Jan-15,H,78741,23.18,3127410,10057808,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
2015210093,3,BURGLARY OF VEHICLE,Theft,21-Jan-15,1881 GROVE BLVD,N,29-Jan-15,H,78741,23.18,3126220,10056688,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
2015210129,5,BURGLARY OF VEHICLE,Theft,21-Jan-15,1801 FORT VIEW RD,N,25-Feb-15,D,78704,20.05,3101188,10056508,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155002848,4,BURGLARY OF VEHICLE,Theft,21-Jan-15,11201 RENEL DR,N,23-Jan-15,E,78758,18.45,3128388,10113269,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155002744,4,BURGLARY OF VEHICLE,Theft,21-Jan-15,1325 MC KIE CV,N,22-Jan-15,I,78752,18.12,3129938,10093443,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20155002892,1,BURGLARY OF VEHICLE,Theft,21-Jan-15,1917 MANOR RD,N,22-Jan-15,C,78722,4.02,3120974,10076631,78722,19%,$44917,18%,19%,11%,8%,3%,7%,11%,12%,1%,$930,$265100,0.9%,6%,0%,8%,31%,1%,65%,6%,97%,37%,8%,40%,127%,98%,$590,33%
20158000205,5,BURGLARY OF VEHICLE,Theft,21-Jan-15,8506 PALACE PKWY,N,27-Jan-15,F,78748,24.23,3096140,10038646,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155002895,4,BURGLARY OF VEHICLE,Theft,21-Jan-15,8557 RESEARCH BLVD SVRD NB,N,23-Jan-15,E,78758,18.05,3121786,10104787,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155002871,9,BURGLARY OF VEHICLE,Theft,21-Jan-15,700 PRESSLER ST,N,22-Jan-15,B,78703,12,3108965,10073273,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
20155002800,9,BURGLARY OF VEHICLE,Theft,21-Jan-15,2400 NUECES ST,N,22-Jan-15,B,78705,6.03,3113941,10078075,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20155002755,3,THEFT FROM AUTO,Theft,21-Jan-15,1512 CORIANDER DR,N,29-Jan-15,H,78741,23.12,3130846,10054697,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002745,1,BURGLARY OF VEHICLE,Theft,21-Jan-15,11721 TIMBER HEIGHTS DR,N,23-Jan-15,E,78754,18.34,3142487,10110755,78754,11%,$53274,36%,32%,8%,9%,7%,70%,4%,9%,5%,$969,$167600,0.2%,132%,1%,1%,22%,4%,74%,59%,100%,100%,286%,33%,33%,19%,$708,41%
20155002731,5,BURGLARY OF VEHICLE,Theft,21-Jan-15,2000 BARTON PKWY,N,23-Jan-15,D,78704,19.010000000000002,3102401,10065925,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20158000200,7,BURGLARY OF VEHICLE,Theft,21-Jan-15,8508 BURRELL DR,N,23-Jan-15,I,78757,18.18,3120536,10105001,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
20155002789,9,BURGLARY OF VEHICLE,Theft,21-Jan-15,2400 NUECES ST,N,17-Feb-15,B,78705,6.03,3113941,10078075,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20155002737,5,THEFT FROM AUTO,Theft,21-Jan-15,2206 ARPDALE ST,N,3-Feb-15,D,78704,13.04,3102723,10063853,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
2015210825,3,BURGLARY OF VEHICLE,Theft,21-Jan-15,3603 TALLISON TER,N,25-Feb-15,D,78704,13.08,3107782,10056485,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155002792,4,BURGLARY OF VEHICLE,Theft,21-Jan-15,2201 DENTON DR,N,23-Jan-15,E,78758,18.21,3122066,10113793,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155002735,1,BURGLARY OF VEHICLE,Theft,21-Jan-15,11717 LARCH VALLEY DR,N,23-Jan-15,E,78754,18.34,3141629,10111147,78754,11%,$53274,36%,32%,8%,9%,7%,70%,4%,9%,5%,$969,$167600,0.2%,132%,1%,1%,22%,4%,74%,59%,100%,100%,286%,33%,33%,19%,$708,41%
20155002734,7,THEFT OF LICENSE PLATE,Theft,21-Jan-15,12521 N IH 35 SVRD NB,N,6-May-15,E,78753,18.39,3134827,10121563,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155002768,6,THEFT,Theft,21-Jan-15,10707 LAKE CREEK PKWY,N,21-Jan-15,A,78750,204.05,3092956,10138175,78750,7%,$75958,16%,16%,9%,6%,6%,19%,2%,0%,0%,$1012,$303100,0.3%,32%,4%,1%,15%,5%,70%,15%,99%,51%,104%,20%,64%,21%,$747,33%
20155002825,4,THEFT,Theft,21-Jan-15,6406 N IH 35 SVRD SB,N,23-Jan-15,I,78752,15.03,3124893,10091639,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
2015211570,3,THEFT,Theft,21-Jan-15,2512 E RIVERSIDE DR,N,4-Feb-15,H,78741,23.04,3120865,10058734,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002746,2,THEFT,Theft,21-Jan-15,1407 W STASSNEY LN,N,21-Jan-15,F,78745,24.09,3099331,10049879,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155002716,3,THEFT,Theft,21-Jan-15,2222 E OLTORF ST,N,21-Jan-15,H,78741,23.15,3118305,10057063,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002785,9,THEFT,Theft,21-Jan-15,5212 AVENUE G,N,14-Apr-15,I,78751,3.05,3120879,10088751,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
2015210884,1,THEFT,Theft,21-Jan-15,706 NAVASOTA ST,N,22-Jan-15,G,78702,9.01,3119042,10069883,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20155002833,9,THEFT OF BICYCLE,Theft,21-Jan-15,601 W MARTIN LUTHER KING JR BLVD,N,20-Mar-15,B,78701,7,3113816,10075847,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
2015210947,9,THEFT,Theft,21-Jan-15,1000 E 41ST ST,C,23-Jan-15,B,78751,3.02,3121345,10082705,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20155002847,9,THEFT OF BICYCLE,Theft,21-Jan-15,911 W 21ST ST,N,28-Jan-15,B,78705,6.04,3112702,10076761,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20155002841,5,THEFT,Theft,21-Jan-15,10608 PORTRUSH CT,N,17-Feb-15,F,78747,24.28,3103792,10024185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155002837,3,THEFT,Theft,21-Jan-15,1819 S PLEASANT VALLEY RD,N,29-Jan-15,H,78741,23.18,3121663,10058613,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002723,1,THEFT,Theft,21-Jan-15,1625 E PARMER LN,N,26-Jan-15,E,78753,18.350000000000001,3142798,10114603,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155002877,5,THEFT,Theft,21-Jan-15,9500 S IH 35 SB,N,22-Jan-15,F,78748,24.21,3100641,10031851,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155002822,4,THEFT,Theft,21-Jan-15,1130 CAMINO LA COSTA,N,11-Feb-15,I,78752,18.12,3128466,10091671,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20155002886,5,THEFT,Theft,21-Jan-15,1705 MELISSA OAKS LN,N,23-Feb-15,F,78744,24.25,3102098,10030861,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155002813,2,THEFT,Theft,21-Jan-15,2302 E WILLIAM CANNON DR,N,24-Feb-15,F,78744,24.19,3110157,10041054,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
2015211236,1,THEFT,Theft,21-Jan-15,1208 E 12TH ST,N,27-Feb-15,C,78702,8.029999999999999,3119162,10072543,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20158000207,9,THEFT OF BICYCLE,Theft,21-Jan-15,2309 NUECES ST,N,28-Jan-15,B,78705,6.04,3113941,10077693,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
2015211290,3,THEFT,Theft,21-Jan-15,710 E BEN WHITE BLVD SVRD WB,C,27-Jan-15,D,78704,23.08,3110719,10052849,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155002902,7,THEFT,Theft,21-Jan-15,6313 BURNET RD,N,23-Jan-15,I,78757,15.05,3114941,10096261,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
20155002884,9,THEFT OF BICYCLE,Theft,21-Jan-15,2810 HEMPHILL PARK,N,28-Jan-15,B,78705,6.01,3114585,10080210,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20155002834,3,THEFT OF BICYCLE,Theft,21-Jan-15,6018 ATWOOD ST,N,1-May-15,H,78741,23.17,3128752,10060912,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002818,7,THEFT,Theft,21-Jan-15,235 CANYON RIDGE DR,N,14-Apr-15,E,78753,18.39,3135988,10119746,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155002790,10,THEFT,Theft,21-Jan-15,7602 RUSTLING CV,N,9-Feb-15,B,78731,17.05,3106939,10106351,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
2015210810,2,THEFT,Theft,21-Jan-15,8400 PEACEFUL HILL LN,N,17-Feb-15,F,78748,24.22,3099862,10037265,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155002863,7,THEFT,Theft,21-Jan-15,11600 CENTURY OAKS TER,N,26-Jan-15,A,78758,18.489999999999998,3118703,10120061,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155002758,8,THEFT,Theft,21-Jan-15,6333 BERNIA DR,N,21-Jan-15,D,78652,109.01,3061957,10032339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155002846,10,THEFT,Theft,21-Jan-15,8701 BLUFFSTONE CV,N,26-Jan-15,A,78759,17.57,3105899,10114694,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
2015210353,9,THEFT,Theft,21-Jan-15,2618 WOOLDRIDGE DR,N,2-Feb-15,B,78703,16.03,3111516,10080833,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
20155002876,5,THEFT,Theft,21-Jan-15,9500 S IH 35 SVRD SB,N,22-Jan-15,F,78748,24.21,3099459,10032098,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155002743,5,THEFT,Theft,21-Jan-15,1703 CANNONWOOD LN,N,21-Jan-15,D,78745,17.13,3097095,10048519,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20158000203,3,THEFT OF METAL,Theft,21-Jan-15,7000 1/2 E RIVERSIDE DR,N,6-Feb-15,H,78741,23.12,3129373,10054360,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155002718,1,THEFT OF BICYCLE,Theft,21-Jan-15,5511 DARLINGTON LN,N,21-Jan-15,I,78723,21.07,3133565,10083660,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155002776,9,THEFT,Theft,21-Jan-15,4600 W GUADALUPE ST,N,23-Jan-15,B,78751,2.03,3117086,10087652,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
2015200696,4,THEFT,Theft,21-Jan-15,1030 NORWOOD PARK BLVD,N,26-Jan-15,I,78753,18.13,3129997,10096983,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
2015210930,2,THEFT,Theft,21-Jan-15,5600 S 1ST ST,N,22-Jan-15,F,78745,24.1,3102468,10048766,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155002867,9,THEFT,Theft,21-Jan-15,4300 MANOR RD,N,4-Feb-15,B,78723,3.06,3130497,10079181,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155002858,9,THEFT,Theft,21-Jan-15,2700 S IH 35 SVRD SB,N,2-Feb-15,D,78704,23.08,3114093,10056758,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155002864,5,THEFT,Theft,21-Jan-15,10601 MANCHACA RD,N,30-Jan-15,F,78748,17.48,3088091,10032467,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155002788,2,THEFT,Theft,21-Jan-15,12337 PALOMA BLANCA WAY,O,2-Feb-15,H,78617,24.35,3150915,10035311,78617,18%,$43957,12%,67%,10%,15%,23%,,11%,1%,8%,$1041,$100600,0.4%,34%,,7%,24%,,63%,,99%,,101%,74%,21%,16%,$865,42%
20155002900,4,THEFT,Theft,21-Jan-15,802 MARYLAND DR,N,23-Feb-15,E,78758,18.05,3126342,10103874,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155004753,4,BURGLARY NON RESIDENCE,Burglary,22-Jan-15,8128 N LAMAR BLVD SB,N,5-Jun-15,E,78758,18.05,3123712,10100868,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
2015220479,3,BURGLARY OF RESIDENCE,Burglary,22-Jan-15,406 COLONIAL PARK BLVD,N,27-Jan-15,D,78745,24.03,3109102,10050153,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
2015220522,4,BURGLARY NON RESIDENCE,Burglary,22-Jan-15,8128 N LAMAR BLVD SB,N,5-Jun-15,E,78758,18.05,3123712,10100868,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
2015220698,4,BURGLARY OF RESIDENCE,Burglary,22-Jan-15,1806 W RUNDBERG LN,N,30-Mar-15,E,78758,18.2,3122712,10109001,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155004755,4,BURGLARY NON RESIDENCE,Burglary,22-Jan-15,8128 N LAMAR BLVD SB,N,4-Feb-15,E,78758,18.05,3123712,10100868,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
2015220239,6,BURGLARY NON RESIDENCE,Burglary,22-Jan-15,11101 PECAN PARK BLVD,C,23-Jan-15,A,78613,203.18,3093702,10144613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015220686,4,BURGLARY OF RESIDENCE,Burglary,22-Jan-15,1088 PARK PLZ,N,27-Jan-15,E,78753,18.13,3131784,10100561,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
2015220158,3,BURGLARY OF RESIDENCE,Burglary,22-Jan-15,701 FORT CLARK CV,N,27-Jan-15,D,78745,24.03,3108237,10049146,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
2015221112,9,BURGLARY OF RESIDENCE,Burglary,22-Jan-15,2800 WHITIS AVE,N,10-Mar-15,B,78705,6.01,3114853,10079930,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20155004762,4,BURGLARY NON RESIDENCE,Burglary,22-Jan-15,8128 N LAMAR BLVD SB,N,5-Jun-15,E,78758,18.05,3123712,10100868,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
